ID,Reviews,Sentiment
1758,"যদি মই নাটকখন লিখা ব্যক্তিজনক বিচাৰি পালোহেতেন, মই তেওৰ জোতাযোৰ কোবাইছিলো",negative
1759,২০১৯ চনৰ শ্ৰেষ্ঠ নাটক,positive
1760,"বেয়া নাটক, বহুত অশুভ ভাষা",negative
1761,"আৰিয়ান ভাই আশ্চৰ্যজনক, আপুনি সচাকৈয়ে বালাদেশৰ আটাইতকৈ প্ৰতিভাশালী নাটক প্ৰযোজক, আপোনাৰ ডাঙৰ পুত্ৰক দেখি মই কেচুৱাৰ দৰে কান্দিছিলো মই আপোনাক মোৰ অন্তৰৰ পৰা ধন্যবাদ জনাইছো",positive
1762,এইটো সৰ্বোত্তম কবীৰ সি প্ৰকাৰসম্পাদনা কৰক,positive
1763,এইখন মই চোৱা এখন মহান নাটক,positive
1764,সময়ৰ অপচয়ৰ বাহিৰে আন একো নহয়,negative
1765,ভাল লাগিল,positive
1766,সময়োপযোগী নাটক অসাধাৰণ,positive
1767,"এয়াই সচা প্ৰেম, ইয়াৰ কোনো আৰম্ভণি নাই, অন্ত নাই",positive
1768,আৰ্ফিন ত্ৰিশা আপোনাৰ অভিনয় মোৰ বৰ ভাল লাগে ধন্যবাদ,positive
1769,ড্ৰামা অৱ দ্য বয়সম্পাদনা কৰক,negative
1770,মই আপোনাক ধন্যবাদ জনাবলৈ পাই বহুত আনন্দিত,positive
1771,এইটো সম্পূৰ্ণ অৰ্থহীন,negative
1772,এনে এখন সুন্দৰ নাটকৰ পৰিচালকলৈ বহুত ধন্যবাদ,positive
1773,মই এইটো চুপাৰ ভাল পাইছিলো,positive
1774,বালাদেশৰ চিনেমাৰ শ্ৰেষ্ঠ নাটকআহক সকলোৱে নাটক চাও,positive
1775,ছয়াৰে প্ৰদৰ্শন কৰে,negative
1776,"নাটকখন ভাল, কিন্তু ছাৰা প্ৰতাৰিত হৈছে",positive
1777,এক কথাত কবলৈ গলে এজন বিস্ময়কৰ শিক্ষক,positive
1778,আপুনি কিমান সময় সুৰকুটনি কৰি হাহিবলৈ চেষ্টা কৰিব? মানুহে এই পচা বস্তুবোৰৰ বস্তাবোৰ আৰু দেখা নাপায়,negative
1779,বোকা নাটক,negative
1780,"নাটকখনৰ শেষ বাৰ্তাটো হল এক আশ্চৰ্যকৰ প্ৰাৰ্থনাৰ,",positive
1781,বৰ ধুনীয়া বছ,positive
1782,দুষ্টামি সেই স্তৰত আছিল,negative
1783,বেয়া নাটক একেবাৰে বেয়া,negative
1784,"মোশাৰৰফ ভাই, অনুগ্ৰহ কৰি এনে নাটক নকৰিব এই নাটকখন যমজ11 ৰ দৰেই অৰ্থহীন মোৰ দেউতাই নাজানে যে মোছাৰফ কৰিমে এনে এখন নাটক কৰিব সময় হেৰুৱাইছে",negative
1785,মই নাটকখন ভাল পাইছিলো,positive
1786,এয়া হৈছে নিশো ই সকলো ধৰণৰ চৰিত্ৰ কৰিব পাৰে বৰ ভাল অভিনয়,positive
1787,প্ৰাৰ্থনাৰ বাক্য পাহৰি গল,positive
1788,অসাধাৰণ বছ মাত্ৰ আপোনাক চাবলৈ অপেক্ষা কৰি আছে,positive
1789,নিছো ভাই আৰু মেহজাবীন অপু এইটো সচাকৈয়ে আশ্চৰ্যজনক আছিল. জীৱনত প্ৰেমৰ সচা অনুভূতি বৰ্ণনা কৰক,positive
1790,ড্ৰামা অৱ দ্য বয়সম্পাদনা কৰক,negative
1791,মিজানুৰ ৰহমান আৰিয়ানৰ অৰ্থ কিবা বেলেগ কেৱল আশ্চৰ্যজনক,positive
1792,নিশো ছাৰ আপুনি আমাৰ কিবদন্তি অনুগ্ৰহ কৰি এনে অশ্লীল নাটকত অভিনয় নকৰিব,negative
1793,মই বহুদিনৰ পিছত এখন ভাল নাটক চাইছিলো,positive
1794,"দুয়োটাই ভাল,",positive
1795,দেশৰ নাটক উদ্যোগত কিমান মূৰ্খ ব্ৰেণ্ড শাৰী পাতি আছে সেই বিষয়ে ভাবিবলৈ ভয় লাগে,negative
1796,নাটকখন মোৰ বহুত ভাল লাগিল,positive
1797,"অ মাই গড, মই এতিয়া বালাদেশৰ নাটকত কি দেখিছো",negative
1798,নাটকখন বৰ ধুনীয়া আছিল,positive
1799,"এইবোৰ খুৰা নে উন্মাদনা, বলৰ ঠেলাৰ বাবে নাটকৰ সকলো নম্বৰ পাগল হৈ পৰিছে",negative
1800,আটাইকেইখন নাটকত একেটা কাহিনী আছে,negative
1801,"মই 4.5 খন নাটক চাইছো, আৰু মই ইয়াক ভাল পাও,",positive
1802,"এক কথাত কবলৈ গলে, এইখন এখন মহান নাটক, প্ৰথম অশটো ইমান চিত্তাকৰ্ষক",positive
1803,তাত বহুত মৰম আছে খুব ভাল,positive
1804,কি খেলিমেলি,negative
1805,"মই গোটেই শ্বটো সচাকৈয়ে উপভোগ কৰিছিলো মই বহুত হাহিছিলো, কিন্তু শেষত মই অলপ বেছি আৱেগিক হৈ পৰিছিলো",positive
1806,NAME?,positive
1807,পৃথিৱীৰ শ্ৰেষ্ঠ অভিনেতা,positive
1808,সুন্দৰ নাটক,positive
1809,এইখন এখন অবিশ্বাস্যভাৱে সুন্দৰ নাটক!,positive
1810,মই ভাৰতৰ নাদিয়াৰ বাসিন্দা মোৰ প্ৰথম নাটক আছিল বড়ো বয় আৰু তেতিয়াৰ পৰা অপূৰ্বমেহজাবিন এজন প্ৰিয় অভিনেতা হৈ পৰিছে,positive
1811,এইটো বৰ সুন্দৰ আছিল জছ,positive
1812,প্ৰাৰ্থনাৰ বিষয়ে শুনি ভাল লাগিল,positive
1813,অসাধাৰণ,positive
1814,নাটকখন বৰ ধুনীয়া,positive
1815,মই মন্তব্য নকৰাকৈ থাকিব নোৱাৰিলো ২০১৯ চনৰ শ্ৰেষ্ঠ নাটক আৰিয়ান ভাই লাভ এণ্ডলেছ ফৰ ইউ,positive
1816,আটাইতকৈ বিৰক্তিকৰ পটভূমিৰ শব্দ,negative
1817,তৃতীয় শ্ৰেণীৰ নাটক,negative
1818,"মুঠতে, নাটকখন দুৰ্দান্ত . তোমাক ভাল পাও নিশো ভাই",positive
1819,আফ্ৰন নিশো ভাইৰ দ্বাৰা উৎকৃষ্ট প্ৰদৰ্শন আৰু মেহজাবিয়েন হৈছে মেহজাবিয়েন প্ৰেম অন্তহীন,positive
1820,"এক কথাত কবলৈ গলে, আশ্চৰ্যজনক নিশু ভাই শ্ৰেষ্ঠ",positive
1821,বোকা নাটক,negative
1822,মই এতিয়ালৈকে চোৱা অন্যতম শ্ৰেষ্ঠ নাটক,positive
1823,এইটো বৰ সুন্দৰ আছিল এই যুটিটোৰ আটাইকেইখন নাটকেই শ্ৰেষ্ঠ,positive
1824,অৰ্থহীন তিশা আৰু নিশো দুয়োজনেই পেছাদাৰী নিশো কেতিয়া ইমান মূৰ্খ হৈ পৰিল?,negative
1825,ই মুশ্বাৰফক চুট কৰে কাৰণ তেও নিজকে বিখ্যাত বুলি ভাবি শাৰীলৈ যায় কিন্তু প্ৰশ্ন উত্থাপন হয় যে ফাৰিয়াই কেতিয়াবা নাটকখনৰ চিত্ৰনাট্য দেখিছে নে বুইৰাই মুশ্বাৰফক দেখাৰ পিছত অভিনয় কৰিবলৈ আহিছে,negative
